training_test,evaluation_test,direction,additional_stations_b,smoothing,smoothing_multiplier,normalisation_floor_mn,specification,selected_gage_indices_top_to_bottom,selected_normalised_depths,event,piles_aggregated,candidate_event_p90_nrmse,uniform_event_p90_nrmse,candidate_minus_uniform
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2728182084688831,0.21098345934356055,0.06183474912532258
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.2083988440292083,0.2529889083713971,-0.04459006434218882
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.21018019994825926,0.22984434449453164,-0.019664144546272397
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.2167809760036582,0.21203093936490136,0.004750036638756838
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.1977747960726629,0.19906937010193404,-0.0012945740292711477
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.2074023262102527,0.2119819679273902,-0.004579641717137498
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.20258567307930606,0.21364763568836415,-0.011061962609058104
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.19732675420334245,0.19874719662804,-0.0014204424246975628
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17716719151053684,0.1985988594805232,-0.02143166796998637
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18719450385216446,0.19502022988837653,-0.007825726036212066
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14613884788372813,0.18906696034170095,-0.04292811245797282
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.1582372368235737,0.20189948510109107,-0.04366224827751735
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.16953311449860992,0.19485981138638359,-0.02532669688777367
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.10050079288396835,0.19706197212074633,-0.09656117923677798
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.1310170080248733,0.1973357780481737,-0.06631877002330043
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.1288006885579832,0.19236325495584544,-0.06356256639786223
