reference_pitch_m,boundary_rule,interpolator,layout_source,additional_stations_b,pile,stages,median_paired_delta,median_candidate_nrmse,median_uniform_nrmse,median_distance_weighted_delta,median_outside_sse_fraction,median_delta_squared_error_inside,median_delta_squared_error_outside
0.4,boundary_constrained,pchip,SKS02,4,F2,12,0.005049661765747802,0.0645383862047314,0.05830198010787299,0.0014681513105585207,0.0,0.000632829269606962,0.0
0.4,boundary_constrained,pchip,SKS02,4,T1,15,0.003992105208474386,0.03757191579346985,0.033165642135399895,0.003656921354523914,0.0,0.0002738900864388173,0.0
0.4,boundary_constrained,pchip,SKS02,4,T2,8,0.0054249553382951475,0.02788185819919233,0.019791307908138343,0.002610188192141481,0.0,0.000219905126601348,0.0
0.4,boundary_constrained,pchip,SKS02,4,T3,6,0.010353548410946843,0.04460974682424296,0.03539377479052777,0.010430671070673941,0.0,0.0008486909214691404,0.0
0.4,boundary_constrained,pchip,SKS03,2,F1,12,0.02121600761957641,0.06029830153810589,0.040348623437888496,0.020527852904937225,0.0,0.00207536663580066,0.0
0.4,boundary_constrained,pchip,SKS03,2,F2,12,0.03051730797734541,0.07790039850749289,0.049197482768005785,0.0275898722106786,0.0,0.003834678606267484,0.0
0.4,boundary_constrained,pchip,SKS03,2,T1,15,0.05618329067863887,0.1190590227771583,0.06656064406819917,0.05139408778270271,0.0,0.010086581431566577,0.0
0.4,boundary_constrained,pchip,SKS03,2,T2,8,0.05818954810598108,0.09207470223654712,0.02888004340433093,0.05255545390213823,0.0,0.007228847472740918,0.0
0.4,boundary_constrained,pchip,SKS03,2,T3,6,-0.0010423856916805044,0.04725907680284342,0.0421008404340055,-0.0010540762330521064,0.0,-9.956484617563254e-05,0.0
0.4,boundary_constrained,pchip,SKS03,3,F1,12,-0.0009752305858981535,0.04144972472947918,0.04298003736711598,-0.001386450356940721,0.0,-8.463043382108123e-05,0.0
0.4,boundary_constrained,pchip,SKS03,3,F2,12,-0.001404109432160995,0.047034196994586955,0.04830425268588025,-0.001990643778209518,0.0,-0.00013416294131643185,0.0
0.4,boundary_constrained,pchip,SKS03,3,T1,15,0.01931541387688311,0.06356688161427843,0.04303679634892446,0.01715703606713327,0.0,0.0018554326345800167,0.0
0.4,boundary_constrained,pchip,SKS03,3,T2,8,0.0037611939789736013,0.026822960694796324,0.023828658782432104,0.002587548494685135,0.0,0.00015555147640705034,0.0
0.4,boundary_constrained,pchip,SKS03,3,T3,6,0.007493874118381063,0.04339119156321311,0.03622963338918088,0.007553912497561637,0.0,0.0005915780726975003,0.0
0.4,boundary_constrained,pchip,SKS03,4,F1,12,-0.01067056552721168,0.0360188218195551,0.0462192616374404,-0.011166258387747954,0.0,-0.0008398769537412267,0.0
0.4,boundary_constrained,pchip,SKS03,4,F2,12,-0.006993379649240284,0.04975691993142463,0.05830198010787299,-0.011415641968213718,0.0,-0.0007390621297910657,0.0
0.4,boundary_constrained,pchip,SKS03,4,T1,15,-0.010950433355363356,0.022535173126511352,0.033165642135399895,-0.011656259722806487,0.0,-0.0005921257904115735,0.0
0.4,boundary_constrained,pchip,SKS03,4,T2,8,0.006643162521698319,0.0250165927762412,0.019791307908138343,0.003961939258216611,0.0,0.00025550101638371735,0.0
0.4,boundary_constrained,pchip,SKS03,4,T3,6,0.0050756421193183555,0.038625121851548844,0.03539377479052777,0.0051075133919809106,0.0,0.0003843106531160878,0.0
0.4,original,linear,SKS02,2,F1,12,0.1642871686408914,0.20776196088407628,0.042816373734656146,0.1454211586391459,0.9948988337436342,-8.187697354607195e-05,0.0412993514297087
0.4,original,linear,SKS02,2,F2,12,0.13903999850948162,0.18795804362533847,0.049868903764950095,0.12459872793894344,0.9948526621897515,-0.0004114285327122156,0.033297962339031706
0.4,original,linear,SKS02,2,T1,15,0.11164293207632721,0.2164420816812385,0.10146716635477782,0.08477906583320922,0.9988125665940276,-4.1507934160600024e-05,0.03621012259598867
0.4,original,linear,SKS02,2,T2,8,0.18490493563494975,0.23337976383124653,0.04847482819629678,0.1655066651158683,0.9969748752899912,-9.251945528340106e-06,0.05217488698255175
0.4,original,linear,SKS02,2,T3,6,0.15059836032191626,0.19791514132175062,0.04376984486436447,0.143534827041169,0.9887355434300618,-0.00026956477128495997,0.037228492799167526
0.4,original,linear,SKS02,3,F1,12,0.02721118089366326,0.0721946888942766,0.04608902502387367,0.017846665345171136,0.5430557363264444,0.0011511320557122209,0.0020345722467838877
0.4,original,linear,SKS02,3,F2,12,0.005501328168611135,0.05376836586026118,0.04931471647541764,-0.0009632371286084768,0.47672662039555647,-0.0005565288447346412,0.00081346477541368
0.4,original,linear,SKS02,3,T1,15,0.04152287201941072,0.10629465865943084,0.06796756291020223,0.02435833043097875,0.8390572684813781,-0.00047346061182819616,0.007091936826863776
0.4,original,linear,SKS02,3,T2,8,0.027727970711549275,0.06058233941102756,0.034463410553441126,0.021377256392124597,0.7562401951118682,-3.146660659586685e-05,0.002334877500861884
0.4,original,linear,SKS02,3,T3,6,0.01406498637261197,0.05130018096113939,0.03561945129993746,0.012866356967369801,0.20733876257433115,0.0011800561393336194,-4.608044173687977e-05
0.4,original,linear,SKS02,4,F1,12,0.007455579094344578,0.05097023593975736,0.044319902763704566,0.005864641678095632,0.0,0.0006809787930584473,0.0
0.4,original,linear,SKS02,4,F2,12,-0.013849830155273909,0.04067396097090992,0.05444779227792792,-0.01806460758041067,0.0,-0.0013011207793921465,0.0
0.4,original,linear,SKS02,4,T1,15,-0.0036253102709339208,0.04614733772240203,0.051248104983403764,-0.005744783153367343,0.0,-0.00034773970940310024,0.0
0.4,original,linear,SKS02,4,T2,8,0.006405218139529829,0.029910659679802415,0.024311242879697034,0.004757008136055067,0.0,0.0003300524796646022,0.0
0.4,original,linear,SKS02,4,T3,6,0.014643607826217129,0.048551717447213844,0.033736683106465604,0.014758463112405858,0.0,0.0012038346638001977,0.0
0.4,original,linear,SKS03,2,F1,12,0.02633944572507569,0.06912727381433062,0.042816373734656146,0.017560263611003546,0.5606736556139531,0.0014947344252285058,0.0014495278597936299
0.4,original,linear,SKS03,2,F2,12,0.006763063235201691,0.05564389387534317,0.049868903764950095,-0.0013709347612212847,0.6055050153844446,-4.360317232088938e-05,0.0007496505791614295
0.4,original,linear,SKS03,2,T1,15,0.025133339410927616,0.1317598597888931,0.10146716635477782,0.008113048127765948,0.9034413613354312,-0.00012822874991574087,0.006226033502465866
0.4,original,linear,SKS03,2,T2,8,0.0860600421595422,0.13391542954332855,0.04847482819629678,0.07387590439336103,0.9538946571405853,-8.240007051195557e-05,0.015503082644286476
0.4,original,linear,SKS03,2,T3,6,0.03212489202596133,0.07615515177009835,0.04376984486436447,0.027296088719224853,0.626780814709672,0.0009758579106787189,0.0031504377090832295
0.4,original,linear,SKS03,3,F1,12,-9.155087160010733e-05,0.04422407781322503,0.04608902502387367,-0.0009915441980239727,0.0,-9.31578639552087e-06,0.0
0.4,original,linear,SKS03,3,F2,12,-0.0030955995618191547,0.043176266653499745,0.04931471647541764,-0.004496076662251394,0.0,-0.0002883793521158943,0.0
0.4,original,linear,SKS03,3,T1,15,0.051230583792138976,0.11602303333138632,0.06796756291020223,0.04720137554279183,0.0,0.009302057531651317,0.0
0.4,original,linear,SKS03,3,T2,8,0.023993853329056587,0.055270387895374376,0.034463410553441126,0.02211843366671723,0.0,0.0021221968462358286,0.0
0.4,original,linear,SKS03,3,T3,6,0.007543216914388442,0.04481823795046448,0.03561945129993746,0.007596142336646728,0.0,0.0006639525531958521,0.0
0.4,original,linear,SKS03,4,F1,12,-0.012787193312970678,0.03191840191192653,0.044319902763704566,-0.013163049147143578,0.0,-0.0009574853965048946,0.0
0.4,original,linear,SKS03,4,F2,12,-0.014778553500272618,0.04242981205715915,0.05444779227792792,-0.01666874565522174,0.0,-0.0014147827516886834,0.0
0.4,original,linear,SKS03,4,T1,15,-0.02495048461302363,0.02568694115893174,0.051248104983403764,-0.02384007688123167,0.0,-0.0018034266299767157,0.0
0.4,original,linear,SKS03,4,T2,8,0.006994323355628723,0.027473386188927657,0.024311242879697034,0.004856192774489128,0.0,0.0003605665839776453,0.0
0.4,original,linear,SKS03,4,T3,6,0.006816813300389565,0.0387696373909535,0.033736683106465604,0.006866740575558063,0.0,0.0005223974523373803,0.0
0.4,original,pchip,SKS02,2,F1,12,0.1689365004538934,0.208510206644819,0.040348623437888496,0.15028480247339887,0.9879403823038864,0.00023881916636770724,0.04165306272764745
0.4,original,pchip,SKS02,2,F2,12,0.13962582488749936,0.18829290074486965,0.049197482768005785,0.1250132320836042,0.9893626208009598,3.572842174857382e-05,0.03328046238699829
0.4,original,pchip,SKS02,2,T1,15,0.15126267730888776,0.2164353165588128,0.06656064406819917,0.12097494018964247,0.9983998972035616,-9.133230963211076e-06,0.042483078295693165
0.4,original,pchip,SKS02,2,T2,8,0.20599045927129356,0.23347944226765932,0.02888004340433093,0.18264509387006442,0.9962654869577419,7.443192455977145e-05,0.05383364708809446
0.4,original,pchip,SKS02,2,T3,6,0.15934043590282249,0.19794421150400177,0.0421008404340055,0.15329319313688722,0.9884491163496802,-9.356277554925532e-05,0.03778378907188903
0.4,original,pchip,SKS02,3,F1,12,0.04384575844938589,0.08655825704890724,0.04298003736711598,0.03738260700204507,0.3793074699794156,0.003533449505741602,0.002055171482427521
0.4,original,pchip,SKS02,3,F2,12,0.02376741173724247,0.07479146973076015,0.04830425268588025,0.013003002945669997,0.24975319498078358,0.001877307971386826,0.000825735884982091
0.4,original,pchip,SKS02,3,T1,15,0.06345932008868027,0.1059992692845955,0.04303679634892446,0.044244425009277284,0.8771084242881106,0.0005385029437967684,0.00823457247722141
0.4,original,pchip,SKS02,3,T2,8,0.0364595797796256,0.057106477323746976,0.023828658782432104,0.028534586032203383,0.8418507603323835,0.00017973819249652906,0.0024496046801348982
0.4,original,pchip,SKS02,3,T3,6,0.011963428741001647,0.048695889252155386,0.03622963338918088,0.01063312906909079,0.24827316879457817,0.0009537730060911865,-6.41492234956877e-05
0.4,original,pchip,SKS02,4,F1,12,0.02156776414832168,0.06774487680793989,0.0462192616374404,0.01953493641809333,0.0,0.0024215060059708257,0.0
0.4,original,pchip,SKS02,4,F2,12,0.005049661765747802,0.0645383862047314,0.05830198010787299,0.0014681513105585207,0.0,0.000632829269606962,0.0
0.4,original,pchip,SKS02,4,T1,15,0.003992105208474386,0.03757191579346985,0.033165642135399895,0.003656921354523914,0.0,0.0002738900864388173,0.0
0.4,original,pchip,SKS02,4,T2,8,0.0054249553382951475,0.02788185819919233,0.019791307908138343,0.002610188192141481,0.0,0.000219905126601348,0.0
0.4,original,pchip,SKS02,4,T3,6,0.010353548410946843,0.04460974682424296,0.03539377479052777,0.010430671070673941,0.0,0.0008486909214691404,0.0
0.4,original,pchip,SKS03,2,F1,12,0.023043188757881618,0.06347935497870263,0.040348623437888496,0.013718176957777339,0.7006109722635203,0.00034897398997123333,0.0021037331615398926
0.4,original,pchip,SKS03,2,F2,12,0.023313796488236335,0.07182775634665706,0.049197482768005785,0.017733879047659606,0.27058277652916196,0.0028652991092331607,0.0009028971241228168
0.4,original,pchip,SKS03,2,T1,15,0.06507310838837221,0.13203554706792078,0.06656064406819917,0.04325745350831217,0.9310671007524002,0.0010427563684488233,0.011783184461425216
0.4,original,pchip,SKS03,2,T2,8,0.10389773918686196,0.13444820897611479,0.02888004340433093,0.08704173432626444,0.9322126341015036,0.0006658520113407168,0.016569849730455614
0.4,original,pchip,SKS03,2,T3,6,0.030589349907075764,0.0691038435317829,0.0421008404340055,0.025187030144925075,0.7603859127562572,0.00011012179769183514,0.0030758272086444678
0.4,original,pchip,SKS03,3,F1,12,-0.0009752305858981535,0.04144972472947918,0.04298003736711598,-0.001386450356940721,0.0,-8.463043382108123e-05,0.0
0.4,original,pchip,SKS03,3,F2,12,-0.001404109432160995,0.047034196994586955,0.04830425268588025,-0.001990643778209518,0.0,-0.00013416294131643185,0.0
0.4,original,pchip,SKS03,3,T1,15,0.01931541387688311,0.06356688161427843,0.04303679634892446,0.01715703606713327,0.0,0.0018554326345800167,0.0
0.4,original,pchip,SKS03,3,T2,8,0.0037611939789736013,0.026822960694796324,0.023828658782432104,0.002587548494685135,0.0,0.00015555147640705034,0.0
0.4,original,pchip,SKS03,3,T3,6,0.007493874118381063,0.04339119156321311,0.03622963338918088,0.007553912497561637,0.0,0.0005915780726975003,0.0
0.4,original,pchip,SKS03,4,F1,12,-0.01067056552721168,0.0360188218195551,0.0462192616374404,-0.011166258387747954,0.0,-0.0008398769537412267,0.0
0.4,original,pchip,SKS03,4,F2,12,-0.006993379649240284,0.04975691993142463,0.05830198010787299,-0.011415641968213718,0.0,-0.0007390621297910657,0.0
0.4,original,pchip,SKS03,4,T1,15,-0.010950433355363356,0.022535173126511352,0.033165642135399895,-0.011656259722806487,0.0,-0.0005921257904115735,0.0
0.4,original,pchip,SKS03,4,T2,8,0.006643162521698319,0.0250165927762412,0.019791307908138343,0.003961939258216611,0.0,0.00025550101638371735,0.0
0.4,original,pchip,SKS03,4,T3,6,0.0050756421193183555,0.038625121851548844,0.03539377479052777,0.0051075133919809106,0.0,0.0003843106531160878,0.0
